Desc	Orthogroup	Acar	Ajap	Amis	Anja	Arub	Asin	Bbom	Bbuf	Blan	Cint	Clup	Cmil	Cpic	Cpla	Cpor	Cser	Ctig	Drer	Ebur	Emac	Ggal	Ggan	Gser	Hsap	Lcha	Leri	Mdom	Muni	Npar	Oana	Pann	Pmeg	Psin	Pwal	Rbiv	Rtem	Sbom	Skow	Sorb	Spur	Tcar	Tgut	Ttru	Xlae	Xtro
(null)	OG0000170	3	10	3	14	11	3	5	4	18	3	4	6	3	6	3	3	4	6	6	3	5	3	4	3	3	5	3	4	6	3	6	3	3	6	4	7	8	9	3	29	5	3	3	6	5
(null)	OG0000171	1	21	2	23	6	0	0	0	12	3	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	3	1	1	1	20	2	22	1	0	1	0	0
(null)	OG0000172	6	10	6	15	24	10	18	46	1	3	14	5	11	23	5	13	10	21	10	9	12	6	12	10	7	19	6	33	10	9	11	15	6	11	7	12	36	20	16	10	11	6	10	33	43
(null)	OG0000173	18	8	14	9	2	17	18	18	14	13	22	19	18	19	15	15	20	24	16	19	18	15	16	17	21	17	15	17	15	18	21	18	17	22	19	13	18	4	20	4	20	16	19	34	17
(null)	OG0000174	11	8	12	9	7	11	13	11	6	7	13	15	12	14	8	14	14	13	10	11	10	7	12	12	13	12	11	12	12	9	15	11	10	14	13	11	11	7	14	7	14	10	12	20	10
(null)	OG0000175	8	21	10	12	6	10	7	9	19	8	8	3	9	3	7	7	8	5	6	11	4	2	8	6	3	2	14	8	9	7	4	6	8	13	10	9	12	20	7	15	12	3	7	15	12
(null)	OG0000176	13	4	13	11	9	14	20	13	2	1	24	8	17	53	10	11	13	14	11	11	14	10	15	14	7	17	14	15	15	19	17	13	12	26	9	6	16	20	14	19	13	8	17	25	25
(null)	OG0000177	1	15	1	9	6	3	7	11	21	1	3	3	4	2	1	1	2	1	5	3	2	2	13	3	16	11	5	6	2	2	2	0	3	42	4	7	2	33	4	9	4	2	4	3	2
(null)	OG0000178	5	15	5	13	6	7	7	11	5	5	7	9	11	6	6	10	6	13	26	5	5	3	8	7	7	13	5	11	8	8	11	10	5	14	6	9	10	0	15	10	12	5	10	14	8
(null)	OG0000179	9	11	8	21	10	9	9	7	8	9	12	8	9	8	9	10	11	12	9	10	7	8	9	8	9	10	8	10	8	9	8	10	8	9	9	8	8	13	13	32	9	8	8	16	8
(null)	OG0000180	13	12	10	8	6	9	11	11	7	10	16	10	13	11	12	12	12	20	8	12	12	11	11	9	11	10	12	10	11	11	15	13	11	13	10	12	11	7	15	6	12	9	12	23	11
(null)	OG0000181	13	16	9	9	9	10	12	9	7	2	19	7	10	8	10	9	9	13	7	9	9	8	10	9	9	12	8	9	9	9	9	9	9	11	10	8	9	7	15	11	9	8	9	22	9
(null)	OG0000182	7	9	9	7	7	9	9	9	7	4	11	12	11	11	8	10	8	14	8	9	10	9	9	9	8	10	8	9	8	9	10	8	9	10	9	8	10	7	13	9	11	8	9	27	10
(null)	OG0000183	2	1	2	2	1	2	1	1	9	2	3	1	2	1	2	2	2	2	3	2	1	2	2	2	1	1	2	1	1	1	2	2	2	2	2	1	1	2	2	0	2	0	2	2	1
(null)	OG0000184	13	5	15	4	3	15	14	12	4	6	16	12	13	15	14	15	14	14	13	13	12	13	14	12	14	15	14	14	15	16	11	15	12	20	13	17	12	4	22	3	17	12	13	15	12
(null)	OG0000185	13	7	8	6	5	9	7	8	6	6	17	8	13	9	7	12	12	14	9	11	9	9	8	11	7	10	10	8	8	9	9	8	9	9	8	8	8	6	16	8	12	10	12	14	11
(null)	OG0000186	16	4	15	3	3	16	15	11	2	14	17	16	19	18	13	17	17	22	9	16	17	12	16	16	20	17	18	15	12	16	19	15	17	21	16	11	13	4	24	4	23	15	16	32	16
(null)	OG0000188	5	14	3	19	8	3	3	3	13	6	4	3	3	3	3	3	3	6	3	3	3	3	3	3	5	3	3	4	3	3	3	3	3	3	3	4	3	72	5	23	3	3	3	4	3
(null)	OG0000189	22	3	17	2	2	18	14	16	3	3	36	14	17	13	15	15	31	13	12	17	17	13	18	20	9	14	24	23	17	27	14	19	14	19	30	27	15	2	17	6	14	13	21	30	21
(null)	OG0000190	0	33	0	10	3	0	0	0	8	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
(null)	OG0000191	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
(null)	OG0000192	9	10	13	7	5	14	12	12	7	6	13	13	14	12	11	13	11	17	13	11	13	14	13	10	10	11	12	14	15	9	14	14	10	15	13	12	14	6	13	7	13	13	10	23	12
(null)	OG0000194	12	7	18	5	5	16	17	16	6	2	19	14	17	17	12	14	18	19	9	15	17	13	17	16	16	16	14	17	16	17	16	15	11	18	16	19	17	5	17	4	16	15	14	30	18
(null)	OG0000195	11	22	12	18	20	10	13	9	2	6	13	13	10	11	7	10	12	14	12	9	7	7	9	9	10	9	9	10	11	9	14	13	9	11	10	10	9	16	18	33	10	7	9	16	9
(null)	OG0000196	1	22	1	3	2	1	2	1	7	1	2	1	1	1	1	1	1	12	4	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	2	1	1	10	3	17	0	1	1	1	1
(null)	OG0000197	7	10	8	11	7	8	8	7	3	3	11	12	9	10	6	6	8	9	10	8	12	6	7	10	8	9	8	8	13	7	6	9	7	7	8	9	7	12	9	16	8	6	10	14	7
(null)	OG0000198	8	7	6	50	39	8	7	6	33	6	9	11	9	8	8	11	9	15	10	8	10	8	8	7	8	7	7	7	7	7	8	9	9	9	8	7	7	5	13	45	9	8	7	20	7
(null)	OG0000199	16	4	15	4	3	17	19	21	3	5	16	20	16	17	14	18	17	31	12	17	16	13	17	16	21	17	15	17	19	14	20	16	16	20	20	18	19	4	27	4	18	16	15	37	20
(null)	OG0000200	4	4	7	3	2	5	8	13	3	7	6	3	5	4	6	6	3	5	3	4	4	5	4	4	3	4	2	4	6	2	4	8	4	13	5	7	6	6	3	11	4	3	4	8	7
(null)	OG0000201	14	8	14	6	6	14	13	16	7	6	12	16	13	13	14	12	13	20	13	13	14	11	13	12	14	12	10	13	12	12	14	13	12	18	13	14	12	6	20	8	13	15	12	31	13
(null)	OG0000202	4	7	2	9	2	2	3	4	16	6	1	2	2	2	1	3	1	1	0	3	2	2	2	1	2	1	1	2	3	1	2	1	1	8	3	4	5	8	1	6	1	1	1	3	4
(null)	OG0000203	4	2	0	17	25	0	7	12	23	0	0	2	1	3	0	5	4	6	5	6	0	0	3	0	25	22	3	10	18	0	5	2	4	17	6	25	6	41	3	1	0	0	0	21	22
(null)	OG0000204	11	11	12	9	5	12	13	12	9	10	17	12	13	11	11	12	12	15	13	12	19	11	12	12	12	11	12	13	12	11	13	12	9	11	12	12	12	9	17	5	13	9	13	24	12
(null)	OG0000205	11	16	10	11	6	12	13	11	23	3	12	13	13	14	12	11	12	14	7	13	12	12	13	12	14	16	10	13	11	11	12	14	13	13	13	11	11	9	14	25	15	12	11	20	11
(null)	OG0000206	3	20	4	8	49	3	3	3	5	3	3	4	3	5	3	4	4	5	3	3	2	3	4	3	2	2	3	4	3	3	4	2	2	3	4	3	3	38	4	22	4	3	3	3	3
(null)	OG0000207	11	3	9	3	4	10	16	16	2	8	14	8	10	9	11	12	11	11	4	11	10	9	11	10	9	8	9	14	13	9	10	8	9	16	14	18	17	8	10	7	11	9	9	33	16
(null)	OG0000208	5	41	3	27	60	4	5	6	28	15	4	5	5	7	3	5	2	7	1	4	3	4	3	4	4	5	3	3	5	3	57	4	4	4	4	5	5	17	6	51	5	3	2	10	4
(null)	OG0000209	4	5	5	2	3	5	5	4	3	3	6	5	5	5	5	5	5	6	5	5	5	5	6	5	5	5	5	6	5	5	5	4	4	7	6	5	4	4	6	4	5	5	6	10	6
(null)	OG0000210	8	7	10	8	8	8	8	7	11	3	11	9	10	16	7	10	9	11	8	7	7	8	10	11	11	11	8	11	7	10	10	10	9	8	13	9	7	11	10	37	9	7	9	14	7
(null)	OG0000211	5	6	11	11	8	7	7	7	11	5	8	8	7	7	6	8	8	8	9	7	6	6	7	7	9	8	7	7	8	7	11	8	6	7	8	7	30	10	8	5	7	7	7	14	8
(null)	OG0000212	12	10	11	5	5	12	14	11	6	4	17	11	13	13	10	11	13	18	9	13	12	10	15	14	15	15	14	16	11	12	14	13	13	15	14	11	11	5	18	6	13	11	13	26	13
(null)	OG0000213	6	13	6	14	16	9	6	6	21	10	10	7	8	8	6	7	9	13	6	7	6	7	7	6	8	7	7	7	6	7	8	7	7	11	7	6	6	36	10	20	8	6	8	12	6
(null)	OG0000214	9	10	9	9	5	11	9	8	7	5	15	9	9	9	8	9	9	16	10	9	9	6	9	9	9	9	9	11	10	10	10	14	10	10	9	8	9	5	15	5	9	8	10	12	8
(null)	OG0000215	13	14	13	12	11	14	12	10	5	5	13	14	14	14	11	14	13	18	10	14	13	11	15	11	14	12	12	15	11	11	15	16	12	17	15	12	12	15	16	15	14	11	11	27	12
(null)	OG0000216	6	12	5	13	10	5	9	11	13	8	7	6	8	6	6	6	6	8	3	6	6	6	9	7	6	5	7	22	12	6	20	7	5	12	10	14	9	30	9	29	10	4	6	15	8
(null)	OG0000217	14	2	18	1	3	15	18	22	2	3	12	11	19	10	9	15	16	18	7	22	9	9	12	16	12	13	18	16	12	13	14	15	11	19	14	21	11	6	14	1	17	10	12	29	18
(null)	OG0000218	7	6	10	5	4	9	9	7	4	3	9	12	9	8	8	9	8	13	6	9	7	7	7	7	10	6	8	8	9	8	8	10	8	11	7	8	8	11	13	9	13	7	7	13	9
(null)	OG0000219	17	16	9	7	1	7	4	3	11	9	10	15	16	7	17	7	6	4	23	7	4	5	4	5	6	6	9	4	3	10	4	7	4	12	6	3	4	8	26	1	15	14	5	8	6
(null)	OG0000220	13	41	8	15	5	12	15	10	40	6	11	15	14	13	14	13	16	13	14	13	12	11	10	10	13	15	8	10	9	9	11	11	11	13	11	10	11	9	15	15	13	10	9	17	11
(null)	OG0000222	0	0	0	9	4	0	0	0	4	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
(null)	OG0000223	0	40	1	31	11	1	10	8	28	2	0	2	1	1	1	1	0	32	1	0	0	1	0	0	0	1	0	0	0	0	8	0	1	0	0	22	2	9	1	33	0	0	0	26	19
(null)	OG0000224	20	2	25	2	0	21	23	23	0	3	32	19	21	18	20	24	23	34	22	23	25	20	22	23	20	19	24	27	23	19	24	21	22	29	22	24	22	1	32	0	28	18	24	44	22
(null)	OG0000226	11	9	11	7	5	13	12	10	7	6	14	13	11	15	6	12	11	14	9	11	17	8	13	11	13	11	11	13	10	11	15	11	9	14	13	10	10	6	12	7	9	14	11	23	12
(null)	OG0000227	9	14	8	6	7	8	7	7	15	8	11	8	10	8	8	8	7	11	10	8	6	7	8	7	8	9	8	8	7	8	9	6	8	9	8	6	8	13	15	10	10	8	7	11	7
(null)	OG0000229	6	45	5	38	9	5	4	4	66	7	4	4	6	6	3	6	4	6	2	5	3	3	5	4	5	7	6	7	4	5	8	5	5	7	13	5	6	82	7	37	6	5	3	16	8
(null)	OG0000231	5	5	8	11	2	7	8	12	16	5	9	8	6	8	5	6	6	12	3	7	4	3	7	7	9	5	6	8	13	6	9	5	5	12	10	10	10	11	8	3	6	5	6	14	9
(null)	OG0000232	0	1	0	4	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0
(null)	OG0000233	19	0	16	0	0	22	25	24	0	12	23	17	22	22	18	19	21	46	12	21	16	14	26	20	25	18	16	25	22	20	34	15	15	27	23	27	22	1	52	0	22	13	19	42	25
(null)	OG0000234	3	0	32	0	0	38	11	8	0	0	22	40	64	33	6	54	2	26	2	4	16	9	18	17	37	22	22	24	7	31	26	47	67	27	22	7	7	1	21	0	59	7	13	32	35
(null)	OG0000235	3	4	0	3	5	4	9	11	0	0	0	0	0	0	2	0	1	5	0	7	0	2	2	0	1	0	0	5	13	0	4	0	0	6	6	6	1	1	1	2	1	1	0	7	12
(null)	OG0000236	10	7	12	5	5	11	10	9	4	4	17	9	10	11	7	10	10	13	6	10	8	7	10	10	12	11	12	11	8	9	12	12	10	13	11	9	8	7	13	6	11	11	11	21	10
(null)	OG0000237	11	7	16	6	3	13	14	12	6	7	11	11	13	12	10	9	15	14	7	14	16	9	11	9	10	12	8	12	14	8	11	14	12	15	10	11	16	4	17	8	14	14	8	20	11
(null)	OG0000238	6	11	5	9	7	6	6	6	7	2	8	7	6	6	5	6	6	9	14	7	6	5	6	6	6	6	5	6	4	7	8	7	5	10	6	6	9	8	7	9	6	7	7	9	6
(null)	OG0000239	3	3	3	4	4	4	5	5	3	1	3	3	4	3	3	3	3	4	3	3	2	2	5	3	4	4	0	3	5	2	7	4	3	4	5	5	5	4	4	8	4	2	3	12	7
(null)	OG0000240	5	12	8	5	5	9	13	10	4	6	10	11	9	11	6	10	9	16	7	10	10	8	10	9	9	9	7	11	8	7	10	12	8	11	12	11	11	5	17	5	9	7	9	16	9
(null)	OG0000241	7	6	6	8	6	6	7	6	7	7	8	7	7	9	6	6	7	7	5	8	7	6	7	6	7	7	6	8	6	6	8	8	7	7	9	6	6	8	7	6	7	6	6	9	7
(null)	OG0000242	5	3	5	2	2	5	5	5	4	6	5	5	5	6	6	5	5	5	4	5	5	5	6	5	4	5	5	7	5	5	5	6	5	6	5	5	5	22	6	1	6	5	4	7	5
(null)	OG0000243	0	32	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	10	0	0	0	0	0	0	0	0	11	0	0	0	2	0	5	0	0	0	0	0
(null)	OG0000244	9	6	9	4	5	8	15	14	6	4	8	7	8	7	8	10	9	10	1	9	7	7	10	7	8	5	5	11	14	8	7	11	8	14	13	14	14	7	10	6	8	9	7	21	12
(null)	OG0000246	1	11	2	6	6	3	4	4	6	5	3	3	3	4	3	3	4	8	1	3	1	4	3	2	4	5	2	3	3	2	4	5	2	7	4	3	4	21	4	11	4	1	2	6	4
(null)	OG0000247	14	2	15	5	3	16	14	14	2	6	20	17	15	16	14	18	14	22	8	14	20	13	13	14	23	14	17	19	20	15	15	13	17	16	15	16	16	1	23	2	16	16	15	23	16
(null)	OG0000248	5	2	2	1	4	7	9	8	1	2	5	6	6	12	8	6	5	5	3	5	5	5	13	5	6	5	3	10	8	5	9	5	6	7	12	10	9	12	4	8	6	4	6	14	7
(null)	OG0000249	5	18	6	6	3	7	5	5	7	4	5	2	3	5	6	2	2	3	3	6	4	4	3	2	3	4	5	4	7	7	5	4	4	3	3	5	2	12	2	5	3	2	3	6	4
(null)	OG0000250	8	9	10	7	5	8	9	9	3	2	10	9	8	11	7	7	10	15	6	8	8	6	9	8	8	8	7	9	11	7	9	11	9	10	9	8	9	4	14	5	7	7	8	13	10
(null)	OG0000251	9	14	8	5	5	9	8	9	6	3	9	7	11	8	7	10	9	11	6	8	7	6	8	8	8	8	8	8	8	8	10	8	7	8	8	9	8	6	10	9	9	8	8	13	13
(null)	OG0000253	6	9	7	12	6	6	8	7	5	4	9	9	6	8	5	6	6	9	5	5	6	5	6	7	8	9	7	5	9	7	8	5	7	6	7	7	7	5	9	10	7	6	7	17	7
(null)	OG0000254	0	8	1	9	5	0	24	2	2	0	0	0	0	0	0	1	0	2	0	11	0	3	2	0	1	0	0	0	0	0	0	0	0	7	0	0	1	3	0	8	0	0	0	3	3
(null)	OG0000255	6	1	3	17	9	4	8	7	11	8	4	4	5	3	1	5	5	12	1	6	2	2	7	3	5	2	4	6	5	4	7	2	4	7	10	10	5	16	11	8	7	1	4	10	7
(null)	OG0000256	10	19	5	2	7	8	5	4	7	7	10	21	9	8	10	7	8	13	13	7	9	4	4	8	7	7	5	5	7	6	6	7	6	8	7	6	5	11	17	2	10	9	8	7	6
(null)	OG0000257	5	4	6	0	4	9	13	4	0	0	0	11	4	3	0	3	16	34	1	4	0	0	5	0	12	17	1	1	2	3	7	5	4	12	6	4	1	0	16	0	1	0	0	12	6
(null)	OG0000258	14	7	16	6	9	13	13	13	9	4	17	21	14	17	8	18	13	20	28	12	14	9	12	11	16	14	9	16	14	10	15	11	11	9	15	12	11	4	18	8	12	10	11	19	14
(null)	OG0000259	1	0	3	0	0	2	6	5	0	0	3	7	9	2	1	3	1	0	6	3	0	0	9	2	1	2	7	9	9	1	11	0	1	7	8	13	5	0	0	0	3	0	3	5	4
(null)	OG0000260	9	12	7	11	6	7	10	10	7	9	8	12	9	10	7	9	8	8	2	8	7	7	8	7	9	8	7	9	10	9	9	8	8	7	10	9	9	6	8	7	10	7	8	11	10
(null)	OG0000261	5	13	5	5	4	6	6	7	7	5	9	4	5	7	5	5	6	11	5	5	7	6	5	6	6	4	6	5	8	6	6	5	5	6	6	8	6	6	11	7	7	6	6	9	6
(null)	OG0000262	5	6	5	3	2	5	7	6	7	7	6	9	5	9	5	5	5	6	1	6	5	5	5	5	5	7	5	7	6	5	5	6	6	10	7	6	6	15	6	6	5	5	5	14	6
(null)	OG0000263	12	7	10	3	4	10	11	10	6	4	10	10	10	9	9	10	12	15	7	10	9	9	9	10	9	9	8	9	10	9	10	10	9	10	10	10	9	3	14	3	10	9	10	18	11
(null)	OG0000264	8	1	9	16	5	8	10	8	2	1	23	8	7	42	5	7	7	14	9	10	6	5	17	21	9	31	4	11	8	14	20	6	6	11	10	5	17	15	20	26	9	4	21	16	10
(null)	OG0000265	20	0	19	5	2	18	19	19	6	6	20	20	18	19	18	13	19	26	11	19	18	17	19	19	17	18	18	20	16	18	17	18	17	19	21	18	19	5	29	2	19	19	21	36	20
(null)	OG0000266	4	4	4	14	10	4	7	8	10	3	4	6	4	6	3	4	4	6	4	4	5	3	5	4	6	5	4	5	5	5	6	5	4	7	5	5	6	6	4	4	5	4	4	7	6
(null)	OG0000267	19	8	8	2	1	8	21	17	1	1	13	5	17	22	4	22	14	93	4	12	6	4	8	13	2	3	9	8	11	4	2	3	11	17	5	15	7	6	18	3	16	5	10	18	3
(null)	OG0000268	3	13	5	19	15	4	5	4	47	2	5	2	4	1	2	3	4	8	3	4	3	2	4	4	6	3	5	4	4	3	4	6	3	6	5	4	5	24	6	19	4	3	4	7	5
(null)	OG0000269	0	4	0	4	1	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
(null)	OG0000270	5	8	2	11	6	2	8	6	19	2	5	13	4	5	3	5	3	5	5	6	4	2	3	3	3	5	4	6	7	4	2	4	4	9	4	5	3	10	6	5	5	3	4	5	3
(null)	OG0000271	0	11	0	14	3	0	0	0	9	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	2	0	0	0	0	0
(null)	OG0000272	8	5	8	2	3	8	7	7	2	2	11	11	7	14	5	13	7	13	15	7	9	5	7	7	8	8	6	6	8	7	10	8	9	10	7	7	7	2	18	3	7	6	9	7	6
(null)	OG0000273	2	4	1	5	4	1	2	0	12	5	1	2	2	1	1	3	3	2	2	2	2	1	2	1	2	1	2	2	2	1	1	3	2	4	2	2	2	16	3	3	2	1	1	3	2
(null)	OG0000275	9	1	9	3	2	11	2	4	3	2	9	1	7	1	4	7	7	1	1	15	6	1	1	6	1	1	10	1	2	2	1	4	6	1	1	2	1	2	2	3	7	8	5	1	1
(null)	OG0000277	11	5	11	7	5	10	9	9	2	2	9	8	10	9	7	10	10	13	6	9	10	7	9	9	8	11	7	11	9	9	8	9	9	10	8	11	9	1	15	6	8	10	9	13	10
(null)	OG0000278	0	14	0	15	3	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0
(null)	OG0000279	9	7	8	5	4	8	9	7	5	5	11	8	8	8	7	7	8	18	9	9	8	7	7	8	8	10	8	7	8	6	7	8	8	8	7	8	7	5	17	6	8	8	8	10	8
(null)	OG0000280	12	4	14	4	2	16	11	15	3	2	15	3	13	11	15	11	10	4	2	11	10	12	8	8	8	8	13	12	13	5	4	14	10	25	12	14	12	2	9	1	16	9	9	15	13
(null)	OG0000281	8	2	9	2	4	9	9	9	5	4	16	10	9	10	9	9	10	15	10	10	10	9	9	11	10	11	10	9	8	8	11	8	9	9	9	8	11	4	14	4	9	10	11	19	9
(null)	OG0000282	6	2	6	11	7	6	6	6	7	8	23	6	5	6	5	6	6	9	4	6	7	5	5	5	6	5	5	5	6	6	10	5	5	6	5	7	6	16	10	14	6	6	6	10	6
(null)	OG0000283	5	5	5	5	4	5	8	6	5	5	5	6	6	6	5	7	5	10	3	5	5	4	5	5	6	6	5	5	6	5	6	6	7	5	5	6	6	4	8	4	6	5	5	12	6
(null)	OG0000284	10	10	7	31	8	6	8	7	4	4	10	11	10	10	6	8	9	12	8	9	7	5	7	10	8	10	8	7	8	9	8	7	6	8	9	8	7	7	11	8	9	6	8	17	8
(null)	OG0000285	1	10	4	3	10	4	6	7	3	4	4	4	4	4	3	4	3	6	3	3	4	3	6	4	5	4	4	5	5	4	6	4	3	5	6	5	6	3	5	7	5	2	4	8	5
(null)	OG0000286	7	9	7	8	7	7	10	8	14	5	10	5	6	7	6	7	9	7	3	6	5	5	7	7	5	6	6	8	9	5	7	7	6	6	11	9	10	5	4	15	5	3	6	10	7
(null)	OG0000287	8	13	6	12	11	8	7	7	2	2	10	9	9	9	8	8	8	10	6	9	8	8	8	7	10	10	6	8	8	7	9	9	7	8	9	8	8	26	13	29	10	8	7	16	8
(null)	OG0000288	3	9	7	19	0	4	14	13	53	18	6	3	2	11	4	5	3	30	2	4	3	5	5	3	5	14	3	3	6	2	8	6	3	6	4	24	10	9	5	45	3	2	3	23	18
(null)	OG0000289	11	4	9	1	2	10	8	8	4	3	11	9	8	11	8	7	9	13	7	10	7	9	9	8	11	14	7	9	8	8	9	8	9	10	9	8	9	2	12	3	10	7	8	14	11
(null)	OG0000290	11	42	2	13	7	4	15	10	10	6	5	1	7	12	1	8	1	3	2	1	1	2	2	4	2	13	8	3	9	8	5	4	1	8	2	8	6	32	0	23	6	0	4	8	5
(null)	OG0000291	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
(null)	OG0000292	3	1	2	13	2	3	3	2	35	10	4	2	3	1	1	3	3	3	2	3	3	1	4	3	3	3	4	4	2	3	4	3	2	9	7	3	2	3	2	2	3	2	2	4	3
(null)	OG0000293	0	41	0	6	0	0	7	4	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	8	0	1	0	0	0	0	0	1	0
(null)	OG0000294	14	0	9	1	0	10	12	14	18	3	8	12	10	9	6	9	14	18	5	13	6	4	7	8	12	16	10	11	12	8	15	10	12	10	10	20	9	26	19	0	8	7	7	40	29
(null)	OG0000295	2	2	2	1	1	2	2	2	3	1	2	2	2	2	2	1	3	3	5	2	2	2	2	2	2	2	2	2	2	2	4	2	2	3	2	2	6	1	2	1	2	2	2	4	2
(null)	OG0000296	20	0	16	0	0	23	43	43	2	1	33	9	12	8	20	14	15	24	15	19	17	19	19	30	9	9	32	20	48	26	23	8	14	42	22	45	44	0	17	0	14	12	15	47	27
(null)	OG0000297	6	5	5	8	5	8	13	11	3	3	8	4	11	7	5	3	5	6	9	4	3	2	9	9	6	12	12	9	7	15	6	7	3	11	3	6	5	14	16	8	9	8	9	7	4
(null)	OG0000298	7	10	6	9	5	7	6	8	5	7	8	6	7	8	5	8	6	7	5	6	6	5	6	7	5	7	8	6	7	6	7	7	7	7	7	7	6	8	7	21	6	6	7	9	6
(null)	OG0000299	7	0	7	2	2	7	8	7	7	2	11	7	7	6	6	6	7	14	10	7	6	7	6	7	6	6	6	6	8	7	11	7	6	12	9	7	6	9	10	0	7	7	7	15	7
(null)	OG0000300	0	0	0	1	0	0	0	0	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	2	0	0	0	0	0
(null)	OG0000301	4	3	4	19	9	5	5	5	18	2	10	12	5	7	4	5	6	7	2	4	5	4	4	6	9	7	3	4	7	4	5	3	5	6	5	6	5	5	8	20	5	4	5	6	4
(null)	OG0000302	11	6	9	3	4	9	9	10	4	3	10	10	11	11	7	11	11	12	6	11	9	7	10	10	12	10	11	11	10	9	11	10	9	11	9	10	10	4	13	4	12	8	9	21	10
(null)	OG0000303	7	8	7	5	4	7	9	7	7	5	7	10	7	8	4	7	7	9	5	8	7	4	7	8	8	9	10	9	7	8	8	7	5	11	8	7	7	5	11	5	6	10	8	17	7
(null)	OG0000304	9	5	9	4	3	8	10	9	3	4	11	10	10	12	5	8	9	11	8	9	8	6	9	9	10	11	8	9	10	9	12	10	9	14	11	7	8	4	14	4	13	7	8	16	8
(null)	OG0000305	15	3	10	6	3	9	14	14	7	3	10	10	7	6	7	7	7	16	10	10	9	7	15	9	8	8	8	18	17	11	6	7	6	18	19	16	14	7	12	5	6	9	8	25	15
(null)	OG0000306	6	3	7	2	4	6	6	6	5	2	8	10	7	7	5	6	7	9	9	6	10	5	7	7	6	5	6	7	6	6	7	7	5	7	7	7	6	4	8	2	5	6	7	18	8
(null)	OG0000308	3	3	3	8	5	3	4	4	17	6	5	6	3	6	3	4	3	13	3	3	3	3	4	8	4	4	3	5	5	4	4	3	3	4	5	4	4	10	9	7	3	3	3	8	4
(null)	OG0000309	3	5	4	4	3	3	3	3	10	2	3	4	3	4	1	8	3	4	4	3	2	1	3	3	3	3	3	3	3	3	3	5	3	5	3	3	3	2	3	2	4	4	3	8	3
(null)	OG0000310	0	5	0	1	33	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	16	0	0	0	0	0
(null)	OG0000311	7	10	7	7	4	8	8	8	6	5	8	7	6	7	5	8	6	7	4	7	5	5	7	7	8	6	6	9	9	6	9	9	5	9	9	7	6	10	6	18	7	8	7	10	7
(null)	OG0000312	17	12	5	8	4	4	8	6	5	3	10	6	8	7	5	7	7	8	9	7	6	5	6	8	7	6	9	6	8	7	8	7	4	7	6	6	6	7	9	5	8	5	7	9	6
(null)	OG0000314	7	2	7	6	4	7	8	7	9	1	7	8	6	7	5	7	7	11	5	7	5	5	7	6	8	7	7	7	7	7	7	6	5	8	9	7	7	8	14	7	7	4	7	15	7
(null)	OG0000315	6	3	6	9	3	5	7	8	11	1	7	5	6	4	6	5	6	7	2	6	5	6	10	6	8	4	5	11	7	5	7	7	6	8	10	7	7	7	8	2	6	5	6	12	8
(null)	OG0000316	26	8	12	9	8	7	13	34	8	0	13	3	20	4	8	9	9	4	3	11	6	4	7	7	3	3	6	10	6	10	3	5	7	28	11	30	11	12	7	4	10	4	9	16	12
(null)	OG0000317	7	5	9	4	4	7	9	7	3	6	9	7	7	6	5	8	7	13	9	7	6	6	7	7	8	7	9	7	7	7	8	6	7	8	8	9	11	3	11	4	7	8	7	12	9
(null)	OG0000318	7	6	6	4	5	6	4	2	3	4	5	6	7	3	5	6	2	7	8	3	6	3	6	7	6	3	10	5	2	6	4	8	5	5	2	1	3	4	7	5	6	6	6	13	6
